,outputs,gt
247,"[1231.324432958092, 1233.768243342638, 1237.5770919024944, 1244.0569780766964, 1250.3341753789573]",1234.2
248,"[1234.029358625412, 1237.9023484885693, 1244.4984816014767, 1251.1066227810225, 1252.1236847462133]",1257.4
249,"[1238.0429603159428, 1244.7424240410328, 1251.469764212903, 1252.7354433832807, 1272.9096820266423]",1255.9
250,"[1245.0183637440205, 1251.8370222278172, 1253.1279811523273, 1273.8736488202994, 1251.358106591215]",1252.0
251,"[1252.2613243219093, 1253.5337604503147, 1274.6670365109894, 1251.680977757991, 1254.7361124475137]",1252.0
252,"[1253.9442478474812, 1275.48006028471, 1252.0843418758159, 1255.2246162230585, 1255.8750052632822]",1252.0
253,"[1276.41869503232, 1252.5674494758714, 1255.7634843031701, 1256.4700835047406, 1256.498938054232]",1258.85
254,"[1252.4655217166292, 1255.721364155601, 1256.4411540083674, 1256.5224713751159, 1259.082878966583]",1260.2
255,"[1255.6976809409534, 1256.4234665442636, 1256.5068824237023, 1259.115293354611, 1261.128958284622]",1252.55
256,"[1256.511753971019, 1256.586625905933, 1259.2416494412755, 1261.3024710943282, 1262.4879166193423]",1256.95
257,"[1256.6804594019413, 1259.3888647869026, 1261.4863496043545, 1262.8226235804032, 1263.9212375867937]",1265.05
258,"[1259.5690947870025, 1261.7065831792715, 1263.0677949271048, 1264.2738216252183, 1268.175044907548]",1265.05
259,"[1261.771331249387, 1263.1346461827925, 1264.3629065569548, 1268.369735088927, 1264.1245541394164]",1265.05
260,"[1263.1591332719545, 1264.3949050231604, 1268.4736402283306, 1264.1394839054556, 1264.1879679436533]",1265.05
261,"[1264.6501416151004, 1268.8051111955428, 1264.394948791014, 1264.432574817547, 1266.6437636513729]",1262.7
262,"[1269.080180824385, 1264.5848131894309, 1264.6228916331165, 1266.8901801938773, 1269.6671166771557]",1266.2
263,"[1264.5768204863998, 1264.6180658501544, 1266.925468731788, 1269.8399400294875, 1273.1022633751854]",1264.85
264,"[1264.608112672795, 1266.9586459896527, 1269.9249944541953, 1273.3330549111997, 1274.6548609810998]",1274.95
265,"[1266.9960458076093, 1270.0043182616355, 1273.4723751124693, 1274.944671150588, 1286.629305958486]",1274.95
266,"[1270.0920871892595, 1273.611242485349, 1275.1102553984674, 1287.1462099291966, 1283.9584581262898]",1274.95
267,"[1273.8415811929735, 1275.3451223899901, 1287.5900086926413, 1284.460619466845, 1283.6873153201304]",1279.95
268,"[1275.5193103772763, 1287.974684949586, 1284.7916447088937, 1284.1134837217396, 1283.8414005702361]",1293.5
269,"[1288.4692469962465, 1285.2020065792021, 1284.5101668630377, 1284.2785477834695, 1285.7448052167892]",1291.0
270,"[1285.4017160227522, 1284.6740076394053, 1284.4375381486316, 1285.8188198804855, 1268.7709298729897]",1273.1
271,"[1284.858822466922, 1284.608429903892, 1286.0126457810402, 1268.3919131159782, 1267.8480595350266]",1266.55
272,"[1284.813652592129, 1286.2667627930641, 1268.350125670433, 1267.7334910035133, 1266.8021398186684]",1266.55
273,"[1286.4485613107681, 1268.2469677329063, 1267.6200018525124, 1266.6783194541931, 1268.2826643884182]",1266.55
274,"[1267.7580083608627, 1267.1332012414932, 1266.1754823327065, 1267.831945925951, 1263.8225567936897]",1266.4
275,"[1266.595978140831, 1265.6185219883919, 1267.3041288554668, 1263.2012657523155, 1247.1554624466444]",1262.0
276,"[1265.441811978817, 1267.155328541994, 1262.9844217896461, 1246.4441382811128, 1254.7131635274854]",1275.5
277,"[1267.168126910925, 1262.9228621125221, 1246.1119239439358, 1254.432634267956, 1265.333916157484]",1254.55
278,"[1262.854992568493, 1245.776067238512, 1254.2398270212288, 1265.180192142725, 1253.93294647336]",1255.4
279,"[1245.3834502945756, 1254.032374274946, 1265.1453723609447, 1253.7164252102375, 1251.4480456709862]",1255.4
280,"[1253.7864204731304, 1265.1286467015743, 1253.5172378122807, 1251.1649258732796, 1247.7966821789742]",1255.4
281,"[1265.245878368616, 1253.4217495024204, 1251.0315767526627, 1247.5155390501022, 1246.8386059999466]",1248.15
282,"[1252.9236289560795, 1250.4989405274391, 1246.9267958402634, 1246.13339138031, 1230.8013998373863]",1242.2
283,"[1250.4233709573746, 1246.8037862181664, 1245.997609436512, 1230.2162474383877, 1252.721942015065]",1242.5
284,"[1246.6456527113914, 1245.8466223478317, 1229.8208580168648, 1252.8231090282934, 1253.978672774807]",1250.8
285,"[1245.6705467700958, 1229.40092511876, 1252.7684848273639, 1254.0939073904665, 1253.0017226825657]",1255.7
286,"[1228.895688673998, 1252.6638757412002, 1254.0106990186396, 1252.9304867383398, 1251.2384079641488]",1255.7
287,"[1252.7141599371244, 1254.0555956221433, 1252.9593702199272, 1251.1836210218898, 1249.1602464357857]",1255.7
288,"[1254.2618206875704, 1253.1413511194623, 1251.3384016183263, 1249.1987170482462, 1247.4919391366711]",1245.25
289,"[1253.3634396514608, 1251.5403349109692, 1249.367568607995, 1247.5259190161596, 1246.1611104204057]",1249.55
290,"[1251.577009230241, 1249.382687409001, 1247.5122971261444, 1246.1391058288427, 1244.469376464287]",1248.0
291,"[1249.2741613621765, 1247.3919454824936, 1245.9982465046196, 1244.2370558785333, 1243.4376305639598]",1243.5
292,"[1247.2480923362891, 1245.82789803388, 1244.0397630099615, 1243.1713300987176, 1240.2363367192884]",1242.25
293,"[1245.6099477936368, 1243.8032510734338, 1242.9213459632738, 1239.903872788258, 1229.7342440819048]",1242.25
294,"[1243.7959162095794, 1242.9096700575465, 1239.8460920240177, 1229.3681053828477, 1229.900108785485]",1242.25
295,"[1242.7890190316975, 1239.679785212953, 1229.0459092859965, 1229.4307422107377, 1224.6676769256592]",1229.25
296,"[1239.5143765484827, 1228.7281819283526, 1229.1209096256935, 1224.0655918121338, 1219.0532396435738]",1223.75
297,"[1228.465569020933, 1228.8980684972194, 1223.7678966522217, 1218.5591665506363, 1219.7633209526539]",1220.3
298,"[1228.6686732179078, 1223.4950466156006, 1218.210365474224, 1219.3876223564148, 1218.6542918682098]",1224.9
299,"[1223.1741428375244, 1217.8249499201775, 1219.0209571123123, 1218.2605265676975, 1216.222246915102]",1215.65
300,"[1217.3474793434143, 1218.5750649273396, 1217.8036758899689, 1215.6272303760052, 1202.947964206338]",1215.65
301,"[1218.3649284243584, 1217.5836175084114, 1215.3740003407001, 1202.3574159890413, 1211.000139817712]",1215.65
302,"[1217.461889386177, 1215.2353902161121, 1202.027998521924, 1210.745919934925, 1215.8544108018395]",1211.9
303,"[1215.1696392595768, 1201.767014309764, 1210.6166927113372, 1215.8038880680979, 1219.8242419065646]",1211.05
304,"[1201.329891398549, 1210.3486009796907, 1215.6117264565255, 1219.7959141309984, 1215.3583069444721]",1218.8
305,"[1210.2580689134484, 1215.6085140283685, 1219.8531537599774, 1215.4125058186037, 1230.3715625153563]",1218.9
306,"[1215.6083680089068, 1219.903238435334, 1215.4009124765435, 1230.7167769914668, 1229.5657890429575]",1230.3
307,"[1219.956389519386, 1215.3696104529809, 1230.8944694595993, 1229.8683123997325, 1242.971162202186]",1230.3
308,"[1215.4209109915973, 1231.1618072693818, 1230.1243384106056, 1243.5730679534608, 1235.654428742244]",1230.3
309,"[1231.5119616832817, 1230.4342722818838, 1244.069376204512, 1236.1114312571008, 1238.0360923618719]",1234.1
310,"[1230.6177914939908, 1244.438380802516, 1236.3767449764127, 1238.4248964911676, 1244.3936947931943]",1240.75
311,"[1244.8877568312455, 1236.691044202773, 1238.7670617245312, 1244.9499410747812, 1249.5698092579842]",1242.15
312,"[1236.792241807154, 1238.8832189747773, 1245.1504604299262, 1249.9449062943459, 1247.165796730158]",1238.7
313,"[1239.015655839641, 1245.356864432324, 1250.2188336253166, 1247.4666868003114, 1248.7296254855173]",1248.55
314,"[1245.6066677082126, 1250.5266321003437, 1247.7401828434085, 1249.1506050472526, 1256.631993729039]",1248.55
315,"[1250.8120963275433, 1247.9725138080103, 1249.4032223994582, 1257.0878868640575, 1251.8978791532863]",1248.55
316,"[1248.0918629204825, 1249.521386905355, 1257.309805461613, 1252.0915183856268, 1253.1461898693815]",1255.55
317,"[1249.619265023648, 1257.5107377934037, 1252.2245802409016, 1253.3518850416294, 1262.2862421867321]",1254.4
318,"[1257.8450296579977, 1252.4715037508577, 1253.6141389443073, 1262.753821355116, 1260.1899189369287]",1248.1
319,"[1252.533867193095, 1253.6840931635234, 1262.944954068953, 1260.4189189777826, 1262.7181991265388]",1261.1
320,"[1253.7623823535396, 1263.150904432492, 1260.5920909041015, 1263.1146835109976, 1269.264359649911]",1264.9
321,"[1263.405947615247, 1260.794898129825, 1263.3519155794638, 1269.6866501933982, 1269.8816020615777]",1264.9
322,"[1260.8707824570884, 1263.4318410839187, 1269.8502144907688, 1270.1104979924712, 1267.9512162201427]",1264.9
323,"[1263.5391567893384, 1270.0367800174572, 1270.3032048433815, 1268.1544782193814, 1268.689925815299]",1267.55
324,"[1270.4261472327053, 1270.6886185452022, 1268.5130516868812, 1269.1035368419398, 1269.4838745027664]",1270.95
325,"[1270.8532788591256, 1268.6385071641562, 1269.2372856500442, 1269.6429867418192, 1266.664820972801]",1269.6
326,"[1268.6950526016299, 1269.294434238851, 1269.7056947942474, 1266.6298223843914, 1260.4670406435034]",1268.1
327,"[1269.3598761584872, 1269.773842581344, 1266.6575485388457, 1260.294320337067, 1258.6018128430296]",1257.7
328,"[1269.8590650911501, 1266.7061829409213, 1260.2591702396167, 1258.4207595393527, 1259.1079287936009]",1257.7
329,"[1266.7093646307767, 1260.1859913729422, 1258.3222786628758, 1259.0397497252707, 1261.8081229175586]",1257.7
330,"[1260.0178163377277, 1258.1483462841134, 1258.8758169431967, 1261.7363076322508, 1266.4769073133211]",1258.0
331,"[1257.9682020346809, 1258.7033996548416, 1261.6023736402421, 1266.523673879652, 1273.5573383830342]",1261.8
332,"[1258.5140133539244, 1261.4479859277344, 1266.4346811903233, 1273.7650449973444, 1274.8366513767105]",1271.05
333,"[1261.50283220048, 1266.5404735199845, 1273.9585416977206, 1275.2146525328862, 1292.9136161500937]",1284.4
334,"[1266.6703301993111, 1274.1535500910686, 1275.4219289328903, 1293.6204614905582, 1295.7108978037286]",1286.1
335,"[1274.3868043166003, 1275.6374783387, 1294.0477506352763, 1296.3192134261772, 1281.5863034330323]",1286.1
336,"[1275.895144864975, 1294.5038287649222, 1296.81621632335, 1281.8457125219647, 1277.1877708934771]",1286.1
337,"[1294.9830896034837, 1297.315056569496, 1282.1725802392248, 1277.3351066703472, 1277.2765403157537]",1282.3
338,"[1297.7327472360048, 1282.3973401236071, 1277.5009935700073, 1277.3183953283296, 1281.6810521428197]",1270.3
339,"[1282.378789000817, 1277.435681352581, 1277.2495568644226, 1281.6534554312311, 1287.2624104040733]",1272.75
340,"[1277.3162489174283, 1277.1483689219313, 1281.6036280353073, 1287.511854013821, 1292.165119532845]",1285.15
341,"[1277.0261768156197, 1281.5446017355207, 1287.5233526436496, 1292.4956668116502, 1294.1809059993248]",1295.8
342,"[1281.4665643677508, 1287.4876302336488, 1292.5183574411785, 1294.3435732826329, 1301.0916212168522]",1295.8
343,"[1287.5011219593143, 1292.553926536115, 1294.4004531715182, 1301.293824283668, 1288.5373440986004]",1295.8
344,"[1292.8522776514, 1294.7024838483485, 1301.6753686496231, 1288.6788399039506, 1287.876592671324]",1292.9
345,"[1295.0414634556946, 1302.096612166206, 1288.9582786723768, 1288.0346169168188, 1287.1378331854212]",1284.2
346,"[1302.3644655793905, 1289.073205396373, 1288.1374948713637, 1287.1488006550499, 1286.9214959852106]",1286.65
347,"[1288.9870103533758, 1288.0568607988826, 1287.0562722845207, 1286.8640326232126, 1286.2975859876024]",1289.0
348,"[1287.955682029773, 1286.9552479868144, 1286.7613091400708, 1286.1848218632513, 1285.7371637367178]",1285.3
349,"[1286.8271911935444, 1286.6250653624302, 1286.0419358152722, 1285.5459281395306, 1289.914147356394]",1285.3
350,"[1286.5042687251116, 1285.9141879648087, 1285.4120014329383, 1289.8947275190294, 1295.3495705127716]",1285.3
351,"[1285.9463180166786, 1285.4445948990178, 1289.9754893823556, 1295.624008655548, 1304.4535104036331]",1285.3
352,"[1285.4402696997277, 1290.018952827886, 1295.7260394096375, 1304.906502366066, 1309.9238339662552]",1318.65
353,"[1290.0157161883253, 1295.7707546949387, 1305.044182419777, 1310.4464342594147, 1342.3414045726677]",1308.5
354,"[1295.8981394767761, 1305.238563299179, 1310.6958256959915, 1343.2345884523675, 1317.6310842683015]",1311.75
355,"[1305.475354552269, 1310.9426048994064, 1343.8133816669142, 1318.0783049894817, 1320.7855230071145]",1320.4
356,"[1311.2422434091568, 1344.4603976557992, 1318.4802534548799, 1321.3305192251573, 1327.3283166259062]",1320.4
357,"[1345.3028074430767, 1319.007643795674, 1321.8858903351502, 1328.0284493903164, 1330.5151169739838]",1320.4
358,"[1318.971646064514, 1321.8654549419152, 1328.0682725893712, 1330.7090386389464, 1334.9726394009922]",1333.1
359,"[1322.0341255337698, 1328.2952490835887, 1330.9619867847214, 1335.4646841450449, 1351.3672704689088]",1335.55
360,"[1328.5260032725782, 1331.203129634334, 1335.7500575042795, 1352.0534779653826, 1344.6054344328877]",1337.85
361,"[1331.3290527934005, 1335.8972301964386, 1352.359871678491, 1344.9612687213812, 1346.546008082485]",1343.5
362,"[1336.073365215183, 1352.6885138977377, 1345.225398065726, 1346.9418477306608, 1348.4644076228142]",1346.25
363,"[1353.1117122680735, 1345.5501864095859, 1347.2860145158193, 1348.888665318489, 1341.0714536905289]",1346.25
364,"[1345.7057345526991, 1347.4445417560637, 1349.0645184516907, 1341.096810400486, 1333.7219396978617]",1346.25
365,"[1347.5907887171343, 1349.221152663231, 1341.1765716969967, 1333.5596888512373, 1329.581172913313]",1334.2
366,"[1349.376825928688, 1341.2515184283257, 1333.5596888512373, 1329.3179766833782, 1326.5261708199978]",1326.5
367,"[1341.238358616829, 1333.483618721366, 1329.1995383799076, 1326.2801465392113, 1325.037266537547]",1327.55
368,"[1333.3358115702868, 1329.0374480187893, 1326.0890083014965, 1324.8177223652601, 1324.077803939581]",1324.55
369,"[1328.8378040492535, 1325.870748013258, 1324.586944207549, 1323.7956704199314, 1321.2694680690765]",1322.85
370,"[1325.5796273052692, 1324.2833056300879, 1323.4836865961552, 1320.892808586359, 1306.4078830161307]",1322.85
371,"[1324.130683913827, 1323.3288180828094, 1320.712262392044, 1305.8755459184176, 1308.7653427486657]",1322.85
372,"[1323.2957580685616, 1320.6546480953693, 1305.673871750536, 1308.4087913089024, 1308.7506249129365]",1312.1
373,"[1320.5607640743256, 1305.4392744337965, 1308.2035328901839, 1308.3633717513294, 1300.1591254302766]",1309.6
374,"[1305.206744754425, 1308.0370472645154, 1308.1981521760463, 1299.7631155651761, 1297.4211004152094]",1311.3
375,"[1307.8664469750947, 1308.0601526840474, 1299.5452154001687, 1297.0233910886527, 1296.2831660375596]",1292.1
376,"[1307.8909767013101, 1299.303630434617, 1296.7589348869733, 1295.8148089004171, 1294.8642962256272]",1294.8
377,"[1298.9856225126423, 1296.439127387268, 1295.4863281203943, 1294.5708239588857, 1286.1217941647556]",1294.8
378,"[1296.2467382602263, 1295.3152279541318, 1294.3915236003231, 1285.7545329048808, 1293.6932761609933]",1294.8
379,"[1295.1591089084177, 1294.2175849059568, 1285.5022363068492, 1293.5055368651956, 1290.545790131946]",1293.3
380,"[1293.935309055625, 1285.1412316272108, 1293.2225992087479, 1290.1812538806553, 1271.7872943544498]",1300.05
381,"[1285.0706886850458, 1293.2465160382708, 1290.1768769445334, 1271.3338076086802, 1289.8779100173851]",1282.55
382,"[1293.2304151661083, 1290.134670774787, 1271.119103706922, 1289.6958108172112, 1283.1328006648982]",1283.35
383,"[1290.0824601796194, 1270.9002322959277, 1289.646062865504, 1283.03593938821, 1281.7056853586837]",1283.1
384,"[1270.6267202082818, 1289.6045287500601, 1282.9348937043687, 1281.5717843297898, 1278.4205382985238]",1283.1
385,"[1289.593680287071, 1282.8487259126268, 1281.4733732726745, 1278.2328598888125, 1275.7505765788665]",1283.1
386,"[1282.5830935474369, 1281.1956526201539, 1277.9253834520932, 1275.3245419394807, 1258.8620732018753]",1273.7
387,"[1281.181549618268, 1277.88446924882, 1275.2594511615462, 1258.3330433299852, 1272.5605505671265]",1271.25
388,"[1277.8234078999958, 1275.1845967669215, 1258.1064692292712, 1272.4516236530762, 1268.157793049213]",1274.25
389,"[1275.0970341727952, 1257.882801886095, 1272.3586074118648, 1267.9873984649385, 1265.2459423303299]",1274.5
390,"[1257.6060479710432, 1272.2458558168437, 1267.8359706027913, 1264.9507344778613, 1266.3041783548397]",1261.8
391,"[1272.0881259736052, 1267.636972977889, 1264.7258870461883, 1265.9840384402196, 1264.2077302634716]",1261.8
392,"[1267.5594235575772, 1264.6354892012096, 1265.9048064881063, 1264.1534904539585, 1278.7709671854973]",1261.8
393,"[1264.5775183327714, 1265.8777330218436, 1264.1132284104824, 1279.0885055661201, 1284.4726802706718]",1278.75
394,"[1265.7899354532856, 1264.004141062498, 1279.106433570385, 1284.8485606312752, 1293.7281869351864]",1291.4
395,"[1263.8391426503658, 1279.0626770853996, 1284.852207005024, 1294.0060830116272, 1305.480006007303]",1289.25
396,"[1279.2337527871132, 1285.0331583023071, 1294.259741306305, 1306.022360863557, 1296.3671204790735]",1290.25
397,"[1285.2621201872826, 1294.5487654209137, 1306.410922787254, 1296.7760033908562, 1298.7035722682776]",1299.6
398,"[1294.9409906566143, 1306.8972409793932, 1297.1907362840575, 1299.2456192307727, 1305.4102599006146]",1299.6
399,"[1307.227457035784, 1297.4159605686727, 1299.487777672126, 1305.775571611739, 1293.0709195648305]",1299.6
400,"[1297.4663011982484, 1299.5419669736875, 1305.880300499237, 1292.9823028138708, 1288.8032173992906]",1303.3
